email,devices,city,phone,id,name
Kamil.Bernard@example.com,['Desktop'],"San Francisco, USA",400-528-1349,920.0,Kamil Bernard
Kamil.Guzman@example.com,"['Desktop', 'Iphone']","San Francisco, USA",641-829-6099,895.0,Kamil Guzman
Kamran.Wilcox@example.com,"['Android', 'Desktop']","London, United Kingdom",476-365-7838,139.0,Kamran Wilcox
Kane.Huff@example.com,['Desktop'],"Chicago, USA",417-611-9319,672.0,Kane Huff
Kara.Shelton@example.com,"['Android', 'Desktop', 'Iphone']","Paris, France",837-651-6819,785.0,Kara Shelton
Kara.Stewart@example.com,"['Android', 'Iphone']","Paris, France",794-314-2500,73.0,Kara Stewart
Karen.Robles@example.com,['Desktop'],"Barcelona, Spain",144-367-7871,465.0,Karen Robles
Karina.Mata@example.com,"['Android', 'Iphone']","San Francisco, USA",428-919-4395,444.0,Karina Mata
Kate.Cline@example.com,"['Android', 'Desktop']","Toronto, Canada",927-741-2027,229.0,Kate Cline
Kate.Key@example.com,"['Desktop', 'Iphone']","San Francisco, USA",336-283-3896,516.0,Kate Key
Katelyn.Collins@example.com,['Android'],"San Diego, USA",878-870-9506,615.0,Katelyn Collins
Katerina.Turner@example.com,"['Desktop', 'Iphone']","San Francisco, USA",753-511-5460,215.0,Katerina Turner
Katherine.Whitehead@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",416-889-9840,548.0,Katherine Whitehead
Kathleen.Carter@example.com,['Iphone'],"San Francisco, USA",210-798-9930,881.0,Kathleen Carter
Katrina.Foster@example.com,"['Android', 'Iphone']","London, United Kingdom",497-544-5065,336.0,Katrina Foster
Katy.Harrington@example.com,['Iphone'],"San Francisco, USA",645-829-7495,169.0,Katy Harrington
Kaya.Jacobson@example.com,['Android'],"San Francisco, USA",870-909-4612,510.0,Kaya Jacobson
Kayla.Jones@example.com,"['Android', 'Iphone']","London, United Kingdom",579-756-1305,689.0,Kayla Jones
Keaton.Ortiz@example.com,"['Desktop', 'Iphone']","San Diego, USA",676-716-9033,351.0,Keaton Ortiz
Keelan.Thompson@example.com,"['Desktop', 'Iphone']","San Francisco, USA",254-156-9308,571.0,Keelan Thompson
Keeley.Mills@example.com,['Desktop'],"New York, USA",123-972-2938,839.0,Keeley Mills
Keira.Herman@example.com,['Android'],"Los Angeles, USA",607-258-2059,610.0,Keira Herman
Keisha.Norris@example.com,"['Android', 'Iphone']","New York, USA",117-850-3045,498.0,Keisha Norris
Keith.Donovan@example.com,"['Desktop', 'Iphone']","Chicago, USA",549-515-6738,10.0,Keith Donovan
Kelvin.Hendricks@example.com,['Android'],"San Diego, USA",767-726-4455,677.0,Kelvin Hendricks
Kendra.Francis@example.com,['Android'],"San Francisco, USA",680-603-3144,924.0,Kendra Francis
Kevin.Sherman@example.com,['Iphone'],"Barcelona, Spain",185-617-6120,574.0,Kevin Sherman
Keyaan.Holland@example.com,"['Android', 'Iphone']","Barcelona, Spain",845-797-2979,39.0,Keyaan Holland
Khadija.Dunlap@example.com,"['Android', 'Desktop']","San Francisco, USA",752-472-1641,489.0,Khadija Dunlap
Khadijah.Little@example.com,"['Android', 'Iphone']","San Diego, USA",258-211-4243,512.0,Khadijah Little
Khalid.Burke@example.com,['Iphone'],"Chicago, USA",973-766-4810,740.0,Khalid Burke
Khalid.Davies@example.com,['Desktop'],"San Francisco, USA",191-582-9251,841.0,Khalid Davies
Khalid.Mclaughlin@example.com,['Android'],"San Francisco, USA",140-879-1467,521.0,Khalid Mclaughlin
Kian.Stephens@example.com,"['Android', 'Iphone', 'Desktop']","Chicago, USA",820-881-5658,418.0,Kian Stephens
Kiana.Carter@example.com,['Iphone'],"San Diego, USA",219-142-7516,621.0,Kiana Carter
Kiara.Bell@example.com,"['Android', 'Iphone']","San Francisco, USA",614-291-6530,737.0,Kiara Bell
Kiara.Sosa@example.com,['Android'],"Los Angeles, USA",982-969-2499,315.0,Kiara Sosa
Kiera.Cotton@example.com,['Android'],"Los Angeles, USA",254-627-7406,174.0,Kiera Cotton
Kieran.Hoover@example.com,"['Android', 'Desktop']","New York, USA",101-165-2021,742.0,Kieran Hoover
Kingsley.Moyer@example.com,"['Android', 'Desktop']","San Francisco, USA",927-708-1141,72.0,Kingsley Moyer
Kiran.Barr@example.com,['Iphone'],"New York, USA",755-593-9023,453.0,Kiran Barr
Kitty.Carroll@example.com,['Iphone'],"San Diego, USA",305-617-1384,511.0,Kitty Carroll
Kobe.Knapp@example.com,"['Desktop', 'Iphone']","Los Angeles, USA",911-288-9695,948.0,Kobe Knapp
Krish.Hutchinson@example.com,"['Android', 'Iphone', 'Desktop']","London, United Kingdom",405-788-7051,779.0,Krish Hutchinson
Kristen.Curry@example.com,['Desktop'],"San Francisco, USA",473-371-9332,771.0,Kristen Curry
Kurtis.Marks@example.com,['Desktop'],"Montreal, Canada",690-396-3965,167.0,Kurtis Marks
Kyla.Brennan@example.com,['Desktop'],"Toronto, Canada",440-863-6538,470.0,Kyla Brennan
Kyle.Joseph@example.com,"['Android', 'Desktop']","Toronto, Canada",499-600-6164,392.0,Kyle Joseph
Kyran.Duncan@example.com,"['Android', 'Desktop']","New York, USA",433-632-3326,971.0,Kyran Duncan
Kyran.Foster@example.com,"['Desktop', 'Iphone']","Chicago, USA",362-464-9875,894.0,Kyran Foster
Kyran.Wyatt@example.com,"['Android', 'Iphone']","Montreal, Canada",778-841-9881,213.0,Kyran Wyatt
Lacie.Mayer@example.com,"['Android', 'Iphone']","Toronto, Canada",412-562-8215,946.0,Lacie Mayer
Laiba.Ingram@example.com,"['Desktop', 'Iphone']","San Diego, USA",780-200-2871,151.0,Laiba Ingram
Laiba.Knapp@example.com,['Iphone'],"New York, USA",311-460-4985,391.0,Laiba Knapp
Larissa.Perez@example.com,"['Android', 'Desktop']","London, United Kingdom",742-168-6071,613.0,Larissa Perez
Larry.Clay@example.com,['Iphone'],"Montreal, Canada",151-494-2927,456.0,Larry Clay
Laura.Valdez@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",766-901-1157,682.0,Laura Valdez
Lauren.Ashley@example.com,"['Desktop', 'Iphone']","London, United Kingdom",564-133-8260,643.0,Lauren Ashley
Laurence.Graves@example.com,['Desktop'],"Los Angeles, USA",609-435-5709,827.0,Laurence Graves
Laurie.Melendez@example.com,"['Desktop', 'Iphone']","Toronto, Canada",488-382-1416,114.0,Laurie Melendez
Lawrence.Simon@example.com,['Iphone'],"San Diego, USA",305-708-6970,529.0,Lawrence Simon
Lawson.Levine@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",785-936-5286,532.0,Lawson Levine
Layla.Roth@example.com,"['Android', 'Iphone']","Montreal, Canada",812-207-8855,969.0,Layla Roth
Layton.Cisneros@example.com,['Android'],"San Francisco, USA",624-631-4459,527.0,Layton Cisneros
Layton.Suarez@example.com,['Android'],"San Francisco, USA",909-218-5658,363.0,Layton Suarez
Leanne.Cordova@example.com,['Desktop'],"Paris, France",514-225-7453,379.0,Leanne Cordova
Leena.Castillo@example.com,['Desktop'],"San Francisco, USA",648-845-8799,321.0,Leena Castillo
Leighton.Crane@example.com,['Desktop'],"Los Angeles, USA",372-753-5586,688.0,Leighton Crane
Leila.Hawkins@example.com,['Iphone'],"Los Angeles, USA",970-992-9362,461.0,Leila Hawkins
Lenny.Hardy@example.com,"['Desktop', 'Iphone']","Toronto, Canada",618-571-1851,442.0,Lenny Hardy
Lenny.Patrick@example.com,"['Android', 'Iphone']","San Francisco, USA",109-247-6898,546.0,Lenny Patrick
Leona.Daugherty@example.com,"['Android', 'Iphone', 'Desktop']","Montreal, Canada",815-288-7354,439.0,Leona Daugherty
Leonie.Sanders@example.com,"['Android', 'Iphone']","Chicago, USA",248-366-9279,192.0,Leonie Sanders
Leroy.Barrera@example.com,"['Android', 'Iphone', 'Desktop']","New York, USA",659-190-9378,15.0,Leroy Barrera
Leslie.Harrington@example.com,"['Android', 'Iphone']","Chicago, USA",170-517-1270,438.0,Leslie Harrington
Levi.Hoffman@example.com,"['Android', 'Iphone']","London, United Kingdom",442-352-9243,389.0,Levi Hoffman
Lewis.Brooks@example.com,"['Desktop', 'Iphone']","New York, USA",737-205-4525,739.0,Lewis Brooks
Lewis.Mcmahon@example.com,['Android'],"San Francisco, USA",682-426-4872,960.0,Lewis Mcmahon
Leyla.Finley@example.com,"['Desktop', 'Iphone']","New York, USA",743-377-7767,989.0,Leyla Finley
Lia.Hudson@example.com,"['Android', 'Iphone']","San Francisco, USA",671-560-5008,331.0,Lia Hudson
Liana.Baldwin@example.com,['Android'],"San Diego, USA",736-366-9050,888.0,Liana Baldwin
Libbie.Swanson@example.com,['Iphone'],"Chicago, USA",176-108-4411,306.0,Libbie Swanson
Liberty.Stephenson@example.com,['Android'],"San Francisco, USA",613-740-5020,320.0,Liberty Stephenson
Lili.Patel@example.com,"['Android', 'Desktop']","Montreal, Canada",823-509-3052,203.0,Lili Patel
Lili.Schroeder@example.com,"['Android', 'Iphone']","Toronto, Canada",640-348-2128,37.0,Lili Schroeder
Lilian.Strickland@example.com,"['Android', 'Desktop']","Toronto, Canada",925-438-1993,797.0,Lilian Strickland
Liliana.Carpenter@example.com,['Iphone'],"New York, USA",769-403-7834,464.0,Liliana Carpenter
Lilli.Bowman@example.com,['Iphone'],"New York, USA",551-867-4367,653.0,Lilli Bowman
Lillian.Hanna@example.com,['Iphone'],"Los Angeles, USA",488-762-8236,13.0,Lillian Hanna
Lilly-Rose.Richards@example.com,"['Android', 'Iphone', 'Desktop']","New York, USA",264-213-8415,340.0,Lilly-Rose Richards
Lily-May.Horne@example.com,['Iphone'],"Los Angeles, USA",564-761-8451,901.0,Lily-May Horne
Lily-Rose.Kaufman@example.com,['Android'],"Chicago, USA",271-963-2123,224.0,Lily-Rose Kaufman
Lily.Chan@example.com,"['Android', 'Iphone']","San Francisco, USA",390-911-6534,259.0,Lily Chan
Lina.Trujillo@example.com,['Desktop'],"San Francisco, USA",351-538-5203,767.0,Lina Trujillo
Linda.Combs@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",742-395-8995,35.0,Linda Combs
Lisa.Mcclain@example.com,['Android'],"New York, USA",518-968-9659,685.0,Lisa Mcclain
Livia.Howe@example.com,['Iphone'],"Toronto, Canada",868-828-4315,34.0,Livia Howe
Lloyd.Robbins@example.com,"['Desktop', 'Iphone']","London, United Kingdom",603-494-3648,985.0,Lloyd Robbins
Lloyd.Wise@example.com,['Iphone'],"San Francisco, USA",521-580-3829,789.0,Lloyd Wise
Lochlan.Fitzgerald@example.com,['Desktop'],"San Francisco, USA",762-973-4444,155.0,Lochlan Fitzgerald
Lola.Vaughan@example.com,['Desktop'],"Paris, France",722-400-6707,427.0,Lola Vaughan
Lorna.Levy@example.com,['Iphone'],"Toronto, Canada",809-114-1988,285.0,Lorna Levy
Louise.Daniel@example.com,"['Android', 'Iphone']","Barcelona, Spain",917-348-4728,33.0,Louise Daniel
Lowri.Brady@example.com,"['Android', 'Iphone']","Toronto, Canada",116-274-4785,484.0,Lowri Brady
Lucas.Burke@example.com,"['Desktop', 'Iphone']","Toronto, Canada",321-512-2703,681.0,Lucas Burke
Lucas.Mcdowell@example.com,"['Android', 'Desktop']","Chicago, USA",841-580-6320,889.0,Lucas Mcdowell
Lucia.Cisneros@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",470-574-7167,665.0,Lucia Cisneros
Lucy.Fuentes@example.com,"['Android', 'Desktop']","New York, USA",427-948-5524,879.0,Lucy Fuentes
Lucy.Livingston@example.com,"['Android', 'Desktop']","San Diego, USA",528-980-5732,447.0,Lucy Livingston
Luisa.Fisher@example.com,['Iphone'],"San Diego, USA",510-167-1940,633.0,Luisa Fisher
Luisa.Haley@example.com,"['Desktop', 'Iphone']","Barcelona, Spain",916-879-3164,922.0,Luisa Haley
Lukas.Howard@example.com,"['Android', 'Desktop']","Chicago, USA",846-508-8212,509.0,Lukas Howard
Luke.Graham@example.com,['Android'],"San Diego, USA",132-159-2485,873.0,Luke Graham
Luna.Fowler@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",137-365-6816,958.0,Luna Fowler
Luna.Levy@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",855-484-1981,648.0,Luna Levy
Luqman.Carrillo@example.com,['Android'],"New York, USA",124-533-2523,182.0,Luqman Carrillo
Luqman.Larson@example.com,"['Android', 'Iphone']","San Francisco, USA",100-329-7363,773.0,Luqman Larson
Lydia.Chan@example.com,"['Desktop', 'Iphone']","San Francisco, USA",649-585-3076,134.0,Lydia Chan
Mabel.Foley@example.com,['Desktop'],"New York, USA",417-857-9143,832.0,Mabel Foley
Mabel.Pace@example.com,"['Desktop', 'Iphone']","Los Angeles, USA",752-347-2146,518.0,Mabel Pace
Macie.Payne@example.com,['Android'],"New York, USA",782-737-6408,170.0,Macie Payne
Macy.King@example.com,['Android'],"Montreal, Canada",475-826-7209,567.0,Macy King
Madeline.Mann@example.com,['Iphone'],"New York, USA",441-188-5776,780.0,Madeline Mann
Mae.Barry@example.com,['Iphone'],"London, United Kingdom",501-577-5306,724.0,Mae Barry
Mae.Castro@example.com,"['Desktop', 'Iphone']","San Francisco, USA",714-485-2518,629.0,Mae Castro
Magnus.Mcneil@example.com,"['Desktop', 'Iphone']","San Francisco, USA",125-993-7660,569.0,Magnus Mcneil
Mahir.Cooper@example.com,['Desktop'],"San Francisco, USA",829-570-7880,674.0,Mahir Cooper
Maisie.Cunningham@example.com,"['Desktop', 'Iphone']","Los Angeles, USA",389-110-9784,856.0,Maisie Cunningham
Maisy.Clark@example.com,"['Android', 'Iphone']","San Diego, USA",966-801-8945,295.0,Maisy Clark
Maksymilian.Crosby@example.com,['Android'],"New York, USA",298-837-9139,148.0,Maksymilian Crosby
Maliha.Hood@example.com,['Desktop'],"San Diego, USA",296-552-6256,352.0,Maliha Hood
Malik.Cuevas@example.com,['Android'],"San Diego, USA",935-337-2537,128.0,Malik Cuevas
Marco.Fletcher@example.com,"['Android', 'Iphone']","Los Angeles, USA",196-551-2162,445.0,Marco Fletcher
Margaret.Woods@example.com,['Desktop'],"Chicago, USA",693-338-9657,455.0,Margaret Woods
Mari.Phillips@example.com,"['Desktop', 'Iphone']","Los Angeles, USA",301-646-5827,781.0,Mari Phillips
Maria.Stephens@example.com,"['Android', 'Iphone']","Toronto, Canada",798-578-4631,996.0,Maria Stephens
Mariah.Castro@example.com,"['Android', 'Iphone']","New York, USA",866-155-1011,150.0,Mariah Castro
Mariam.Campos@example.com,['Iphone'],"San Diego, USA",102-916-1394,311.0,Mariam Campos
Marie.Hughes@example.com,"['Android', 'Iphone', 'Desktop']","New York, USA",918-588-9531,368.0,Marie Hughes
Marilyn.Hart@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",635-581-5074,940.0,Marilyn Hart
Marilyn.Scott@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",360-359-2274,769.0,Marilyn Scott
Mario.Luna@example.com,"['Android', 'Iphone', 'Desktop']","Toronto, Canada",547-624-3479,318.0,Mario Luna
Marion.Webster@example.com,"['Desktop', 'Iphone']","Toronto, Canada",169-218-9165,991.0,Marion Webster
Marissa.Hayes@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",365-359-3043,822.0,Marissa Hayes
Marissa.Rubio@example.com,"['Desktop', 'Iphone']","Chicago, USA",400-815-9011,312.0,Marissa Rubio
Marjorie.Morrison@example.com,['Android'],"San Francisco, USA",642-203-8931,562.0,Marjorie Morrison
Marjorie.Munoz@example.com,['Android'],"Los Angeles, USA",385-637-4138,966.0,Marjorie Munoz
Marjorie.Shields@example.com,"['Desktop', 'Iphone']","San Diego, USA",346-207-2724,75.0,Marjorie Shields
Mark.Friedman@example.com,"['Android', 'Desktop']","San Diego, USA",111-862-3502,207.0,Mark Friedman
Markus.Weaver@example.com,"['Android', 'Desktop']","Los Angeles, USA",806-124-5977,364.0,Markus Weaver
Marnie.Mayo@example.com,['Android'],"San Diego, USA",725-331-2757,976.0,Marnie Mayo
Marnie.Sheppard@example.com,['Desktop'],"Los Angeles, USA",576-261-4653,844.0,Marnie Sheppard
Marnie.White@example.com,['Android'],"San Francisco, USA",267-434-1395,719.0,Marnie White
Martin.Perry@example.com,"['Android', 'Iphone']","Paris, France",586-420-6418,904.0,Martin Perry
Martina.Boyle@example.com,['Desktop'],"Los Angeles, USA",145-824-4775,162.0,Martina Boyle
Martina.Moran@example.com,['Desktop'],"Toronto, Canada",641-323-9929,365.0,Martina Moran
Martina.Steele@example.com,['Desktop'],"Paris, France",349-841-5113,759.0,Martina Steele
Marwa.Dennis@example.com,['Iphone'],"Chicago, USA",444-295-8051,752.0,Marwa Dennis
Mason.Kelley@example.com,"['Android', 'Desktop']","San Francisco, USA",185-970-1196,840.0,Mason Kelley
Mateo.Francis@example.com,['Iphone'],"Los Angeles, USA",508-390-8347,878.0,Mateo Francis
Mathilda.Abbott@example.com,['Desktop'],"New York, USA",893-420-4063,316.0,Mathilda Abbott
Matilda.Griffin@example.com,"['Android', 'Iphone']","Toronto, Canada",176-758-4552,325.0,Matilda Griffin
Matteo.Moon@example.com,"['Android', 'Iphone']","London, United Kingdom",830-546-5378,152.0,Matteo Moon
Maxim.Romero@example.com,['Desktop'],"San Diego, USA",398-796-6242,395.0,Maxim Romero
Maximilian.Whitney@example.com,"['Android', 'Desktop']","San Francisco, USA",804-245-1465,284.0,Maximilian Whitney
Maximillian.Atkins@example.com,"['Android', 'Iphone']","Toronto, Canada",421-834-8740,264.0,Maximillian Atkins
Maxwell.Lee@example.com,['Iphone'],"San Francisco, USA",221-138-8090,366.0,Maxwell Lee
Md.Booker@example.com,"['Android', 'Desktop']","New York, USA",544-944-1609,528.0,Md Booker
Melissa.Harding@example.com,['Android'],"San Francisco, USA",614-765-9511,322.0,Melissa Harding
Melvin.Flores@example.com,"['Desktop', 'Iphone']","London, United Kingdom",708-692-8746,176.0,Melvin Flores
Meredith.Reyes@example.com,['Android'],"New York, USA",680-737-7650,950.0,Meredith Reyes
Mia.Horne@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",667-185-1569,94.0,Mia Horne
Micheal.Maldonado@example.com,['Desktop'],"London, United Kingdom",895-850-8289,496.0,Micheal Maldonado
Michelle.Love@example.com,"['Android', 'Iphone']","New York, USA",672-651-8173,101.0,Michelle Love
Miguel.Guerrero@example.com,"['Android', 'Iphone', 'Desktop']","San Francisco, USA",542-618-4471,443.0,Miguel Guerrero
Mike.Hurst@example.com,"['Desktop', 'Iphone']","Montreal, Canada",488-247-6930,429.0,Mike Hurst
Miles.Fisher@example.com,"['Android', 'Iphone', 'Desktop']","San Diego, USA",702-511-6770,95.0,Miles Fisher
Millicent.Solomon@example.com,"['Desktop', 'Iphone']","Paris, France",597-434-8108,741.0,Millicent Solomon
Millie.Yates@example.com,"['Android', 'Iphone']","Chicago, USA",673-424-3380,544.0,Millie Yates
Milton.Carlson@example.com,['Desktop'],"Los Angeles, USA",344-559-6014,185.0,Milton Carlson
Miranda.Cain@example.com,['Desktop'],"Los Angeles, USA",377-263-6278,588.0,Miranda Cain
Miriam.Pacheco@example.com,"['Android', 'Desktop']","San Diego, USA",401-464-5796,255.0,Miriam Pacheco
Miriam.Stuart@example.com,"['Android', 'Iphone', 'Desktop']","Montreal, Canada",846-333-2100,806.0,Miriam Stuart
Mitchell.Murray@example.com,"['Android', 'Iphone']","San Francisco, USA",939-709-6815,902.0,Mitchell Murray
Miya.Warner@example.com,['Desktop'],"Los Angeles, USA",204-288-1980,561.0,Miya Warner
Mohamed.Barr@example.com,['Android'],"San Francisco, USA",604-185-7149,92.0,Mohamed Barr
Mohamed.Miller@example.com,"['Android', 'Iphone', 'Desktop']","San Diego, USA",883-481-7339,686.0,Mohamed Miller
Mohsin.Conley@example.com,['Android'],"San Francisco, USA",979-201-3101,777.0,Mohsin Conley
Mohsin.Tucker@example.com,['Desktop'],"Toronto, Canada",174-389-8757,108.0,Mohsin Tucker
Monica.Bruce@example.com,['Iphone'],"Los Angeles, USA",302-368-5572,598.0,Monica Bruce
Montgomery.Davila@example.com,"['Android', 'Desktop']","New York, USA",267-999-7224,748.0,Montgomery Davila
Morgan.Hardy@example.com,"['Desktop', 'Iphone']","London, United Kingdom",974-761-7628,226.0,Morgan Hardy
Moses.O'Gallagher@example.com,['Android'],"Chicago, USA",303-406-9507,542.0,Moses O'Gallagher
Moshe.Colon@example.com,"['Desktop', 'Iphone']","New York, USA",131-622-5442,11.0,Moshe Colon
Muhammad.Henry@example.com,"['Android', 'Desktop', 'Iphone']","Paris, France",298-612-6847,707.0,Muhammad Henry
Mustafa.Mason@example.com,['Iphone'],"Los Angeles, USA",866-179-9539,678.0,Mustafa Mason
Mya.Delgado@example.com,['Iphone'],"London, United Kingdom",760-931-9269,863.0,Mya Delgado
Mya.Ho@example.com,"['Desktop', 'Iphone']","San Francisco, USA",448-770-8204,916.0,Mya Ho
Myles.Sharpe@example.com,['Iphone'],"Toronto, Canada",420-682-4722,982.0,Myles Sharpe
Myrtle.Bradford@example.com,"['Android', 'Iphone']","San Diego, USA",960-593-3677,979.0,Myrtle Bradford
Myrtle.Doyle@example.com,"['Android', 'Iphone', 'Desktop']","Toronto, Canada",525-796-7991,74.0,Myrtle Doyle
Myrtle.Lewis@example.com,"['Android', 'Iphone', 'Desktop']","London, United Kingdom",727-289-2785,398.0,Myrtle Lewis
Nadia.Neal@example.com,"['Android', 'Iphone', 'Desktop']","New York, USA",255-874-4270,96.0,Nadia Neal
Nadia.Wyatt@example.com,"['Android', 'Iphone', 'Desktop']","San Diego, USA",277-573-9871,640.0,Nadia Wyatt
Nancy.Blair@example.com,"['Desktop', 'Iphone']","Toronto, Canada",434-174-7916,842.0,Nancy Blair
Nancy.Sharp@example.com,['Desktop'],"Los Angeles, USA",723-866-1140,914.0,Nancy Sharp
Nancy.Stuart@example.com,['Iphone'],"Paris, France",301-686-1705,628.0,Nancy Stuart
Nannie.Carr@example.com,"['Android', 'Desktop']","San Francisco, USA",175-709-3929,501.0,Nannie Carr
Nannie.Hunt@example.com,"['Android', 'Desktop']","Chicago, USA",290-190-1157,722.0,Nannie Hunt
Nataniel.Glenn@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",504-112-5228,908.0,Nataniel Glenn
Nataniel.Nunez@example.com,['Desktop'],"New York, USA",202-158-5194,216.0,Nataniel Nunez
Nathan.Pearce@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",161-192-5834,399.0,Nathan Pearce
Nathaniel.Gonzalez@example.com,['Desktop'],"Chicago, USA",421-145-6627,172.0,Nathaniel Gonzalez
Ned.Rowland@example.com,['Iphone'],"Paris, France",400-103-9062,228.0,Ned Rowland
Neil.Haynes@example.com,"['Android', 'Iphone', 'Desktop']","San Diego, USA",421-219-5363,225.0,Neil Haynes
Nelson.Huff@example.com,"['Android', 'Iphone', 'Desktop']","New York, USA",169-619-4582,270.0,Nelson Huff
Neo.Lara@example.com,"['Android', 'Iphone']","Toronto, Canada",276-319-4768,620.0,Neo Lara
Nettie.Bryan@example.com,['Desktop'],"Chicago, USA",274-274-8873,745.0,Nettie Bryan
Neve.Hendrix@example.com,"['Desktop', 'Iphone']","Chicago, USA",965-871-6717,314.0,Neve Hendrix
Nia.Adams@example.com,"['Android', 'Iphone', 'Desktop']","San Diego, USA",520-550-1148,624.0,Nia Adams
Nicholas.Thomson@example.com,['Iphone'],"Toronto, Canada",936-615-3052,704.0,Nicholas Thomson
Nicola.Davenport@example.com,"['Desktop', 'Iphone']","Toronto, Canada",335-679-5225,983.0,Nicola Davenport
Nikhil.Peck@example.com,"['Desktop', 'Iphone']","Chicago, USA",395-769-3300,357.0,Nikhil Peck
Nikita.Marquez@example.com,['Android'],"Montreal, Canada",492-815-1793,303.0,Nikita Marquez
Nina.Mathews@example.com,['Iphone'],"New York, USA",863-385-2205,937.0,Nina Mathews
Noah.Benton@example.com,"['Desktop', 'Iphone']","Los Angeles, USA",936-522-1085,308.0,Noah Benton
Nora.Ball@example.com,['Desktop'],"Barcelona, Spain",921-528-9551,125.0,Nora Ball
Nora.Donaldson@example.com,"['Android', 'Iphone', 'Desktop']","San Diego, USA",414-618-5713,828.0,Nora Donaldson
Oliver.Garner@example.com,"['Desktop', 'Iphone']","Paris, France",937-976-2511,715.0,Oliver Garner
Oliver.Sanford@example.com,"['Android', 'Iphone']","Toronto, Canada",628-646-1375,327.0,Oliver Sanford
Olivia.Slater@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",618-239-1471,385.0,Olivia Slater
Olivier.Thornton@example.com,"['Android', 'Iphone', 'Desktop']","Montreal, Canada",401-494-6634,800.0,Olivier Thornton
Oliwia.Dominguez@example.com,"['Desktop', 'Iphone']","San Diego, USA",161-309-1110,293.0,Oliwia Dominguez
Oliwia.Harvey@example.com,['Desktop'],"San Francisco, USA",143-701-8741,676.0,Oliwia Harvey
Oliwier.Gill@example.com,"['Android', 'Iphone', 'Desktop']","San Diego, USA",902-175-4864,659.0,Oliwier Gill
Omar.Ashley@example.com,['Iphone'],"Los Angeles, USA",156-912-7263,885.0,Omar Ashley
Omar.Clements@example.com,['Desktop'],"Barcelona, Spain",998-234-1057,412.0,Omar Clements
Omari.Gibbs@example.com,['Desktop'],"San Diego, USA",524-749-7401,589.0,Omari Gibbs
Omari.Richmond@example.com,['Desktop'],"San Diego, USA",921-179-3270,611.0,Omari Richmond
Omer.Kemp@example.com,"['Android', 'Desktop']","San Francisco, USA",857-531-3045,808.0,Omer Kemp
Orla.Monroe@example.com,"['Desktop', 'Iphone']","Toronto, Canada",200-722-3778,536.0,Orla Monroe
Orlando.Pitts@example.com,['Iphone'],"Los Angeles, USA",427-711-9658,58.0,Orlando Pitts
Oskar.Mccarty@example.com,"['Desktop', 'Iphone']","London, United Kingdom",582-269-7396,253.0,Oskar Mccarty
Otis.Pittman@example.com,"['Android', 'Iphone', 'Desktop']","San Diego, USA",563-494-9026,328.0,Otis Pittman
Owen.Michael@example.com,['Iphone'],"Toronto, Canada",178-910-8863,383.0,Owen Michael
Pablo.Benton@example.com,['Android'],"London, United Kingdom",918-474-3062,420.0,Pablo Benton
Patricia.John@example.com,['Desktop'],"Barcelona, Spain",338-345-6084,338.0,Patricia John
Patrick.Morse@example.com,"['Android', 'Iphone']","New York, USA",220-102-3684,171.0,Patrick Morse
Paula.West@example.com,['Iphone'],"London, United Kingdom",345-217-2266,782.0,Paula West
Pearl.Perez@example.com,['Iphone'],"San Francisco, USA",947-926-6369,110.0,Pearl Perez
Penny.Hanson@example.com,['Desktop'],"Toronto, Canada",853-297-6593,396.0,Penny Hanson
Philippa.Webster@example.com,['Android'],"Toronto, Canada",407-892-7705,204.0,Philippa Webster
Phoebe.Rodriguez@example.com,"['Android', 'Desktop']","New York, USA",516-779-4464,217.0,Phoebe Rodriguez
Phoebe.Weiss@example.com,"['Android', 'Desktop']","London, United Kingdom",299-560-9666,59.0,Phoebe Weiss
Phoenix.Chapman@example.com,"['Android', 'Iphone', 'Desktop']","Los Angeles, USA",791-853-6464,626.0,Phoenix Chapman
Phyllis.Gill@example.com,['Iphone'],"Los Angeles, USA",821-675-4190,377.0,Phyllis Gill
Pippa.Harding@example.com,['Desktop'],"Chicago, USA",419-183-4778,880.0,Pippa Harding
Polly.Mendez@example.com,"['Android', 'Iphone']","San Francisco, USA",916-453-8696,807.0,Polly Mendez
Polly.Reyes@example.com,['Iphone'],"San Diego, USA",296-740-3450,107.0,Polly Reyes
Prince.Sharp@example.com,"['Desktop', 'Iphone']","Montreal, Canada",886-278-8764,550.0,Prince Sharp
Prince.Thompson@example.com,['Desktop'],"Chicago, USA",115-215-7565,53.0,Prince Thompson
